,cleanName,NAME,Type,valid,parkDistrict,lat,lon
1351,corona golf playground,corona golf playground,park_direct,av,Q-04,-73.854611302,40.7475823806
1352,mclaughlin park,mclaughlin park,park_direct,av,B-02,-73.986047143,40.696514822
1353,hollis playground - jhs 192,hollis playground,pgs,v,Q-12,-73.7531,40.7065
1354,joseph austin playground,joseph austin playground,park_direct,av,Q-08,-73.8006993004,40.7158575886
1355,eugene mccabe field,eugene mccabe field,park_direct,av,M-11,-73.9416435596,40.8023943708
1356,knox-gates playground,knox-gates playground,pgs,av,X-07,-73.8852,40.8819
1357,charlies place,charlie's place,other,av,B-03,-73.9459776762,40.699140184
1358,ramirez playground,gilbert ramirez park,pgs,v,B-01,-73.9345,40.706
1359,manhattan - imagination playground,imagination playground,pgs,av,B-19,-73.963,40.6586
1360,riverside park - skate park,riverside park,other,av,M-14,-73.9536580952,40.826069869
1361,riverside park - skate park,riverside park,other,av,M-14,-73.9745612683,40.7988335229
1362,central park - wien walk and arsenal,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1363,john adams  playground,john adams playground,pgs,av,Q-10,-73.8355,40.6773
1364,recreation center - kingsbridge heights,kingsbridge heights community center,recr,v,X-08,-73.900715,40.877579
1365,downing playground,downing street playground,pgs,av,M-02,-74.0027,40.7298
1366,playground eighty nine lxxxix,playground eighty nine lxxxix,park_direct,av,M-07,-73.9718911165,40.7886445203
1367,french charley's playground,french charley playground,pgs,av,X-14,-73.8763,40.8699
1368,fresh kills park,freshkills park,other,av,R-02,-74.1776154254,40.5840350698
1369,martin luther playground,martin luther playground,park_direct,av,B-07,-74.0197462848,40.6457850349
1370,father macris park,father macris park,park_direct,av,R-02,-74.1616340634,40.6166242816
1371,mount hope garden,mount hope garden,park_direct,av,X-05,-73.9053593131,40.85255831
1372,jackie robinson playground,jackie robinson playground,park_direct,av,B-09,-73.959237386,40.6657903514
1373,floyd patterson field,floyd patterson ballfields,other,av,B-16,-73.9040870088,40.6608756757
1374,paul w kolbert park and rachel haber cohen playground,paul w kolbert playground,pgs,v,B-14,-73.958,40.6203
1375,kissena velodrome - cycling track,kissena park,other,av,Q-07,-73.804828603,40.7453463949
1376,bill bojangle robinson playground,bill 'bojangle' robinson playground,pgs,av,M-10,-73.9373,40.8253
1377,pelham north park headquarters,pelham parkway,other,v,X-11,-73.8527017626,40.8575206954
1378,linwood playground,linwood playground,park_direct,av,B-05,-73.8803710378,40.6661071245
1379,annunciation park,annunciation park,park_direct,av,M-09,-73.952090474,40.8182865744
1380,bulova park,bulova park,park_direct,av,Q-03,-73.892234378,40.7631068631
1381,jacob's ladder playground,jacob's ladder playground,park_direct,av,B-01,-73.9670277962,40.7048688929
1382,atlantic playground,josephine caminiti playground,pgs,v,Q-04,-73.8616,40.7439
1383,pontiac playground,pontiac playground,park_direct,av,X-01,-73.9082310558,40.8142517087
1384,rachel carson playground,rachel carson playground,pgs,av,Q-07,-73.8224,40.7492
1385,louis pasteur park,louis pasteur park,park_direct,av,Q-11,-73.7353545508,40.762038812
1386,elizabeth stroud playground,elizabeth stroud playground,park_direct,av,B-03,-73.9310898683,40.6796622142
1387,stapleton playground,stapleton playground,park_direct,av,R-01,-74.0796508393,40.6232474503
1388,rev j polite playground and stebbins playground,stebbins playground,park_direct,v,X-02,-73.8985172876,40.8227673313
1389,carter g woodson childrens park,carter g. woodson children's park,other,av,B-16,-73.9058318627,40.6684542655
1390,strong street playground,strong street playground,pgs,av,X-08,-73.8981,40.8714
1391,rockaway beach and boardwalk - beach 17th st playground,beach 17th street playground,pgs,v,Q-14,-73.7477,40.5949
1392,seaside playground - ps 225,seaside playground,pgs,v,Q-14,-73.8309,40.5806
1393,bland playground,bland playground,park_direct,av,Q-07,-73.8311323331,40.7582711711
1394,cherry clinton playground,cherry clinton playground,park_direct,av,M-03,-73.9862802947,40.711312936
1395,frisch field,frisch field in bronx park,pgs,v,X-07,-73.8809,40.8684
1396,webster ave community playground,webster playground,pgs,v,X-06,-73.8929,40.8593
1397,bill robinson,bill 'bojangle' robinson playground,pgs,v,M-10,-73.9373,40.8253
1398,beach - cedar grove,cedar grove beach,beach,av,R-03,-74.105231,40.558154
1399,cherry tree playground,cherry tree park,other,v,M-11,-73.9472055242,40.7872386883
1400,joseph rodman drake park,joseph rodman drake park,park_direct,av,X-02,-73.8825304359,40.8102627261
1401,william e kelly memorial park,kelly park,other,v,B-15,-73.9576420128,40.6041785632
1402,william e kelly memorial park,kelly park,other,v,B-15,-73.956480925,40.6043838427
1403,recreation center - morningside park,morningside park,other,av,M-09,-73.9583797726,40.8057604505
1404,aqueduct walk - waring playground,waring playground,pgs,v,X-14,-73.8714,40.8605
1405,the dust bowl,quaker parrot park at the dust bowl,other,av,B-10,-74.0134951871,40.632680671
1406,webster playground,webster playground,park_direct,av,X-06,-73.892892275,40.8593838598
1407,captain rivera playground,captain rivera playground,park_direct,av,X-01,-73.9069325941,40.817934267
1408,central park - heckscher playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1409,ravenswood  playground,ravenswood playground,pgs,av,Q-01,-73.9352,40.7629
1410,governor smith playground,governor smith playground,park_direct,av,X-01,-73.9207573566,40.8193455375
1411,buz o'rourke playground,buz o' rourke playground,pgs,av,Q-11,-73.7712,40.771
1412,fort independence playground,fort independence playground,park_direct,av,X-08,-73.8949071689,40.8818912361
1413,public place,public place,park_direct,av,B-05,-73.865107998,40.6782597181
1414,prospect park - south west entrance,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1415,elijah stroud playground,elijah stroud playground,pgs,av,B-08,-73.9619,40.675
1416,collyer brothers park,collyer brothers park,park_direct,av,M-10,-73.9410600886,40.8085434125
1417,macdonald park,macdonald park,park_direct,av,Q-06,-73.8468032729,40.7222372517
1418,tot lot one hundred and twelve,tot lot one hundred and twelve,pgs,v,M-14,-73.9679,40.8065
1419,mercer st. playground,mercer playground,pgs,av,M-02,-73.9963,40.7276
1420,west 186th st basketball court,west 186th street basketball court,other,av,M-12,-73.9309279649,40.8518792165
1421,marc and jason's playground,marc and jason's playground,park_direct,av,B-09,-73.9495255249,40.6635198517
1422,jefferson market garden,jefferson market garden,park_direct,av,M-02,-73.9995140135,40.7344425347
1423,delphin greene playground - ps 176,delphin greene playground,pgs,av,Q-13,-73.7291,40.6849
1424,kennedy playground,kennedy playground,park_direct,av,Q-11,-73.779334934,40.7717125271
1425,chester playground,chester playground,park_direct,av,B-16,-73.9118484843,40.6686940027
1426,davidson ave community playground,davidson playground,pgs,v,X-05,-73.9077,40.8551
1427,toad hall playground,toad hall playground,park_direct,av,R-02,-74.1195780686,40.6086901449
1428,lopez playground,lopez playground,park_direct,av,R-01,-74.0850541951,40.611486669
1429,city island wetlands,city island wetlands,park_direct,av,X-10,-73.7918190243,40.8478737075
1430,pool - sheltering arms park,sheltering arms pool,pool,av,M-09,-73.9557,40.8148
1431,joyce kilmer park,joyce kilmer park,park_direct,av,X-04,-73.9226603146,40.8285258674
1432,starlight park - jennie jerome playground,jerome playground,pgs,av,B-05,-73.8795,40.659
1433,golf course - pelham and split rock,pelham bay golf course,golf,v,X-15,-73.809133,40.875098
1434,hot spot tot lot,hot spot tot lot,park_direct,av,B-14,-73.9567156764,40.6310422823
1435,park at richmond parkway,richmond parkway,other,v,R-03,-74.1510611176,40.5700171602
1436,golf course - flushing meadows corona park pitch and putt,flushing meadows corona park,empiric,av,Q-15,-73.8417856108,40.743279099
1437,wayanda park - ps 34,p.s. 34,school,v,B-01,-73.9497388231,40.7263513219
1438,riverbend playground,riverbend playground,park_direct,av,X-07,-73.9057795546,40.8720662494
1439,cunningham park - upper playground,upper playground,pgs,av,Q-08,-73.7752,40.7264
1440,mccarren park - vincent v abate playground,vincent v abate playground,pgs,av,B-01,-73.9498,40.7213
1441,central park - reservoir northeast,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1442,poseidon playground,poseidon playground,park_direct,av,B-13,-73.9920830716,40.5724500276
1443,pool - macarthur,macarthur park,other,v,M-06,-73.9651474043,40.7522039165
1444,rivington st playground,rivington st playground,pgs,av,M-03,-73.9917,40.7214
1445,garden of happiness,garden of happiness,park_direct,av,X-06,-73.8849849009,40.8485368806
1446,nathan weidenbaum - little bush park,nathan weidenbaum park,other,v,Q-02,-73.9022443947,40.7381602928
1447,seaside playground - ps 225,seaside playground,pgs,v,Q-14,-73.8309,40.5806
1448,mcguire fields,mcguire fields,park_direct,av,B-18,-73.8993864608,40.6136476493
1449,galileo park,galileo playground,other,v,X-05,-73.9156887918,40.8486044367
1450,pelham bay park - memorial grove,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1451,st mary's playground west,st mary's playground west,pgs,av,X-01,-73.9128,40.813
1452,sobel court park,sobel court park,park_direct,av,R-01,-74.0837861617,40.6149708196
1453,recreation center - faber park,faber pool and park,other,v,R-01,-74.135720569,40.6410019606
1454,phil scooter rizzuto park,"phil ""scooter"" rizzuto park",other,av,Q-09,-73.8215866578,40.694792951
1455,harry maze playground,harry maze playground,park_direct,av,B-17,-73.9231758782,40.6434178408
1456,harry maze memorial park,harry maze playground,other,v,B-17,-73.9231758782,40.6434178408
1457,capt rivera playground,captain rivera playground,pgs,av,X-01,-73.9069,40.8179
1458,hines park,hines park,park_direct,av,X-03,-73.9056553843,40.8286020465
1459,bailey playground,bailey playground,park_direct,av,X-08,-73.9000267097,40.8820624725
1460,bellaire playground - ps 135,bellaire playground,pgs,av,Q-13,-73.758,40.7216
1461,givans creek woods park,givans creek woods,other,av,X-10,-73.8298410363,40.880074393
1462,tudor park,tudor park,park_direct,av,Q-10,-73.8521294565,40.6726227164
1463,ps 1 playground,ps 1 playground,pgs,av,B-07,-74.0121,40.6494
1464,rosewood playground,rosewood playground,pgs,av,X-14,-73.871,40.873
1465,central park - wollman ice skating rink,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1466,locust manor playground  - ps 15,locust manor playground,pgs,av,Q-12,-73.7564,40.6861
1467,john allen payne park,john allen payne park,park_direct,av,B-07,-74.0238809496,40.639972199
1468,imagine playground,imagination playground,pgs,v,B-19,-73.963,40.6586
1469,aqueduct walk - bronx river parkway west,aqueduct walk,other,av,X-07,-73.9021617732,40.8651270507
1470,aqueduct walk - bronx river parkway west,aqueduct walk,other,av,X-05,-73.9092042331,40.856691868
1471,merriam playground - lower,merriam playground. (lower),pgs,av,X-04,-73.9264,40.8389
1472,a chiarantano park,chiarantano playground,other,v,B-17,-73.9333755419,40.6369289549
1473,bedford playground,bedford playground,park_direct,av,B-01,-73.9638701253,40.7082873075
1474,vietnam veterans plaza,vietnam veterans plaza,park_direct,av,M-01,-74.009898907,40.7026111415
1475,farm playground,farm playground,park_direct,av,Q-08,-73.7773480464,40.7357394955
1476,owl's head park 1,owl's head park,other,av,B-10,-74.0322502813,40.6401425141
1477,paul w kolbert park and rachel haber cohen playground,paul w kolbert playground,pgs,v,B-14,-73.958,40.6203
1478,breukelen ballfields,breukelen ballfields,park_direct,av,B-18,-73.8925062775,40.6525170462
1479,pelham bay park - bartow-pell woods,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1480,ps 45 playground,ps 45 playground,pgs,av,R-01,-74.1076,40.6279
1481,rockaway freeway and kohlridir sq,rockaway freeway,other,av,Q-14,-73.7946359334,40.5919205198
1482,pool - windmuller,windmuller pool,pool,av,Q-02,-73.9107,40.7475
1483,sheepshead bay piers,sheepshead bay piers,park_direct,av,B-15,-73.9447152688,40.5833392005
1484,audubon playground,audubon playground,park_direct,av,M-12,-73.9381044878,40.8415192895
1485,pool - thompson street,thompson street pool,pool,av,M-02,-74.0024,40.7256
1486,coney island creek park,coney island creek park,park_direct,av,B-13,-74.0046688141,40.5814543404
1487,central park - frawleys circle,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1488,central park - pilgrim hill and conservatory water,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1489,wallenberg forest,raoul wallenberg forest,other,av,X-08,-73.9178096795,40.8874646486
1490,bushwick playground and pool,bushwick playground,pgs,av,B-04,-73.9122,40.6961
1491,luiz lopez playground,luis r lopez park,pgs,v,R-01,-74.085,40.6115
1492,eleanor roosevelt playground,eleanor roosevelt playground,park_direct,av,B-03,-73.9355767379,40.6927668135
1493,van dyke playground,van dyke playground,park_direct,av,B-16,-73.9040102704,40.664431202
1494,dematti playground,de matti playground,pgs,av,R-01,-74.0742,40.6145
1495,alstyne playground,josephine caminiti playground,pgs,v,Q-04,-73.8616,40.7439
1496,gun hill  playground,gun hill playground,pgs,av,X-12,-73.8655,40.8747
1497,saint marys playground,st mary's playground,pgs,av,B-06,-73.9972,40.6764
1498,saint marys playground,st mary's playground,pgs,av,B-06,-73.9975,40.6758
1499,tottenville shore park,tottenville shore park,park_direct,av,R-03,-74.2535629224,40.5109216932
1500,sant nicholas - olive st garden,st. nicholas - olive st. garden,other,av,B-01,-73.9390516322,40.7133004902
1501,pool - chelsea,chelsea pool,pool,av,M-04,-74.0022,40.7483
1502,fulton park,fulton park,park_direct,av,B-03,-73.932576794,40.6797582301
1503,dan ross playground,dan ross playground,park_direct,av,B-10,-74.0215891904,40.6228033561
1504,castlewood playground - ps 186,castlewood playground,pgs,av,Q-13,-73.7224,40.7493
1505,playground one thirty four,playground one thirty-four,pgs,av,X-01,-73.9177,40.8035
1506,reiff playground,reiff playground,park_direct,av,Q-05,-73.9017282017,40.7185826015
1507,cedar grove playground - jhs 218,cedar grove playground,pgs,av,Q-08,-73.8237,40.737
1508,sunshine community garden,sunshine community garden,park_direct,av,B-01,-73.9440109873,40.7052893601
1509,central park - strawberry fields,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1510,pelham bay park - split rock trail,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1511,pinocchio playground,pinocchio playground,park_direct,av,Q-05,-73.8752941833,40.7055233601
1512,crotona park - hill and dale playground,crotona park,empiric,av,X-03,-73.8948952325,40.8385853826
1513,st mary's playground,st mary's playground,pgs,av,B-06,-73.9972,40.6764
1514,st mary's playground,st mary's playground,pgs,av,B-06,-73.9975,40.6758
1515,corona mac park,corona mac park,park_direct,av,Q-04,-73.8590887337,40.7403358063
1516,prall playground,prall playground,park_direct,av,R-01,-74.1181371167,40.6286028326
1517,pool - st. mary's,st. mary's pool,pool,av,X-01,-73.9141,40.8114
1518,terrapin playground - jhs 51,terrapin playground,pgs,av,B-06,-73.9855,40.673
1519,sandpiper playground,rockaway beach and boardwalk,other,v,Q-14,-73.7761361368,40.5886009332
1520,blood root valley - greenbelt,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
1521,recreation center - gertrude ederle,gertrude ederle recreation center,other,av,M-07,-73.9887292691,40.7712935962
1522,westwood park,westwood park,park_direct,av,R-02,-74.1418602163,40.606411512
1523,hattie carthan playground,hattie carthan playground,park_direct,av,B-03,-73.9461393894,40.6856025972
1524,prospect park - west parade grounds,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1525,colgate close,colgate close,park_direct,av,X-09,-73.8814882825,40.8241576737
1526,dr ronald e mcnair playground,dr. ronald e. mcnair playground,pgs,av,M-11,-73.9381,40.8026
1527,leif ericson drive shore parkway - mcguire fields,mcguire fields,other,av,B-18,-73.8993864608,40.6136476493
1528,annadale green,annadale green,park_direct,av,R-03,-74.1776519015,40.5414374241
1529,blackrock playground,blackrock playground,pgs,av,X-09,-73.858,40.8284
1530,cozzens woods and long pond park,long pond park,other,v,R-03,-74.2281928078,40.5137674802
1531,6th st and ave b community garden,6th st and ave b community garden,park_direct,av,M-03,-73.9820813762,40.72432138
1532,recreation center - sorrentino,sorrentino recreation center,other,av,Q-14,-73.7513563619,40.6024293616
1533,recreation center - cunningham,cunningham park,other,v,Q-08,-73.768809023,40.7337888331
1534,100 percent playground - ps 242,100% playground,pgs,v,B-18,-73.8992,40.6465
1535,playground a4 at bailey and 234 street,bailey playground,pgs,v,X-08,-73.9004,40.8816
1536,davis playground,davis playground,park_direct,av,R-01,-74.0856098568,40.6422860218
1537,dunbar playground,dunbar playground,park_direct,av,X-03,-73.906443751,40.8230107773
1538,convent gardens,convent garden,other,av,M-09,-73.9426777424,40.8283389443
1539,fishbridge garden,fishbridge garden,park_direct,av,M-01,-74.0013770044,40.7090702742
1540,alexander alley,alexander's alley,other,av,X-01,-73.9232270155,40.8115079987
1541,classon neighborhood playground,classon playground,pgs,v,B-02,-73.9606,40.6894
1542,pelham bay park - rodmans neck west,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1543,rochdale park playground  at jhs 72,north rochdale playground,pgs,v,Q-12,-73.7749,40.68
1544,fidler - wyckoff house park,fidler-wyckoff house park,other,av,B-17,-73.9206398607,40.6445456138
1545,kosciusko pool,kosciuszko pool,pool,av,B-03,-73.9496,40.6912
1546,spuyten duyvil shorefront park and half moon overlook,spuyten duyvil shorefront park,other,av,X-08,-73.9207990649,40.8784752108
1547,van cortlandt park - ice skating rink,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
1548,de matti playground,de matti playground,park_direct,av,R-01,-74.074184806,40.6145327226
1549,central park - nutters battery and fort clinton site,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1550,lewis simeon park,simeone park,other,v,Q-04,-73.859923614,40.7409795314
1551,crotona park - tremont park,crotona park,empiric,av,X-03,-73.8948952325,40.8385853826
1552,la tourette park and golf course,la tourette golf course,golf,av,R-02,-74.146957,40.576395
1553,public theatre,the public theater,other,av,M-02,-73.9917546677,40.7289627059
1554,murphys brothers playground,murphy's brother's playground,other,v,M-06,-73.9733971628,40.7302432197
1555,deer park,deere park,other,av,R-02,-74.1093036367,40.6060444199
1556,recreation center - garnetville jennifer's playground,jennifer's playground,pgs,v,R-01,-74.1631,40.6201
1557,la guardia playground,la guardia playground,park_direct,av,B-01,-73.9591725022,40.7099150046
1558,la guardia playground,la guardia playground,park_direct,av,B-01,-73.9597482256,40.7104546497
1559,sidney hillman playground,sidney hillman playground,park_direct,av,M-03,-73.9796574307,40.7152183456
1560,queens farm museum,queens farm park,other,v,Q-13,-73.7224938707,40.7477805364
1561,brooklyn bears carlton avenue garden,brooklyn bears carlton ave garden,other,av,B-02,-73.9710641014,40.6857081842
1562,admiral triangle,admiral triangle,park_direct,av,B-06,-74.001079889,40.6769277921
1563,nautilus playground - queens,nautilus playground,pgs,av,B-13,-73.9963,40.5717
1564,nautilus playground - queens,nautilus playground,pgs,av,Q-12,-73.7708,40.685
1565,recreation area - first park,first park,other,av,M-03,-73.9896394802,40.7235177911
1566,recreation center - passerelle building,passerelle building,recr,v,Q-15,-73.8448469,40.7428054
1567,pulaski park,pulaski park,park_direct,av,X-01,-73.9245656896,40.8052423117
1568,playground ninety - ps 148,playground ninety xc,pgs,v,Q-03,-73.8786,40.7573
1569,recreation center - mccarren park,mccarren park,other,av,B-01,-73.9518237858,40.7208770305
1570,gouverneur playground,gouverneur playground,park_direct,av,X-03,-73.9034327874,40.8357212636
1571,belmont playground - brooklyn,belmont playground,pgs,av,B-05,-73.8629,40.6757
1572,belmont playground - brooklyn,belmont playground,pgs,av,X-06,-73.8876,40.8503
1573,floyd patterson field,floyd patterson ballfields,other,av,B-16,-73.9040870088,40.6608756757
1574,faber park,faber pool and park,other,v,R-01,-74.135720569,40.6410019606
1575,henry hudson park,henry hudson park,park_direct,av,X-08,-73.9199627805,40.8813294534
1576,duke park,duke park,park_direct,av,B-05,-73.8932476415,40.6668214056
1577,harvard playground,harvard playground,park_direct,av,Q-12,-73.781560193,40.7091199963
1578,central park - the ramble,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1579,the dust bowl,quaker parrot park at the dust bowl,other,av,B-10,-74.0134951871,40.632680671
1580,bridge park 2,bridge park,other,av,B-02,-73.9858988894,40.7010376829
1581,bridge park 2,bridge park,other,av,X-05,-73.9270643322,40.8463125645
1582,pink playground,pink playground,park_direct,av,B-05,-73.8626676663,40.6665456912
1583,tenney park,tenney park,pgs,v,Q-13,-73.7156,40.7495
1584,crotona park - crotona playground,crotona park,empiric,av,X-03,-73.8948952325,40.8385853826
1585,francis lewis playground - ps 130,francis lewis playground,pgs,av,Q-07,-73.8257,40.7962
1586,francis lewis playground - ps 130,francis lewis playground,pgs,av,Q-11,-73.7841,40.7605
1587,ditmars park,ditmars park,park_direct,av,Q-01,-73.9071563004,40.7716065713
1588,ps 4 paradise garden,p.s. 4,school,v,R-03,-74.1948877582,40.5522656978
1589,charlie's place,charlie's place,park_direct,av,B-03,-73.9459776762,40.699140184
1590,peters field,peters field,park_direct,av,Q-12,-73.7748394325,40.7060148052
1591,heckscher playground,heckscher playground,park_direct,av,B-04,-73.9182682337,40.6951149062
1592,dream street park,dream street park,park_direct,av,M-11,-73.9350367369,40.8027363968
1593,pool - mccarren park,mccarren pool,pool,v,B-01,-73.9495,40.7201
1594,kossuth playground,kossuth playground,pgs,av,X-07,-73.8826,40.8778
1595,bath playground,bath playground,park_direct,av,B-11,-73.993139907,40.5949708598
1596,castle hill little league,castle hill little league field,other,av,X-09,-73.8440249999,40.8324182633
1597,rodney park north,rodney park north,park_direct,av,B-01,-73.9563215786,40.7090738437
1598,starlight park - havemeyer playground,havemeyer playground,pgs,v,X-09,-73.848,40.8299
1599,rolf henry playground,rolf henry playground,park_direct,av,B-09,-73.9475065758,40.6557950656
1600,highbridge park - sunken playground,sunken playground,pgs,av,M-12A,-73.9361,40.8377
1601,lyons playground,lyons square playground,pgs,av,X-02,-73.8881,40.8228
1602,central park - northwest corner,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1603,pool - lindower park,lindower park pool,pool,av,B-18,-73.9113,40.6124
1604,linden park playground,linden park,pgs,av,B-05,-73.8876,40.6583
1605,linden park playground,linden park,pgs,av,B-05,-73.8875,40.6592
1606,linden park playground,linden park,pgs,av,Q-04,-73.8619,40.7486
1607,surf playground,surf playground,park_direct,av,B-13,-73.9923536728,40.5737170672
1608,idlewild park,idlewild park,park_direct,av,Q-13,-73.7522896278,40.6504280147
1609,haviland playground,haviland playground,park_direct,av,X-09,-73.8586171964,40.8290429938
1610,ten eyck playground,ten eyck playground,park_direct,av,B-01,-73.9388235037,40.7088665845
1611,central park - pat hoffman friedman playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1612,conch playground - ps 105,conch playground,pgs,v,Q-14,-73.7808,40.596
1613,van cortlandt park - van cortlandt stadium,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
1614,clinton cherry playground,cherry clinton playground,pgs,av,M-03,-73.9863,40.7113
1615,fordham landing playground,fordham landing playground,park_direct,av,X-07,-73.9097797254,40.8644028681
1616,hattie carthan garden,hattie carthan playground,pgs,v,B-03,-73.9461,40.6856
1617,st luke's park,st. luke's park,other,av,X-01,-73.9153842762,40.8056373513
1618,squibb park,squibb park,park_direct,av,B-02,-73.995473492,40.7008999011
1619,ps 149 playground,northern playground,pgs,v,Q-03,-73.8746,40.7561
1620,yak playground,yak playground,park_direct,av,B-15,-73.936480236,40.5922793229
1621,playground 103,playground 103 ciii,pgs,av,M-11,-73.9391,40.7871
1622,junction playground,junction playground,park_direct,av,Q-03,-73.872143043,40.7547069269
1623,pomonok,pomonok playground,other,av,Q-08,-73.8139309913,40.7360986836
1624,seven gables playground - is 74,seven gables playground,pgs,av,Q-11,-73.7664,40.7442
1625,crotona park - clinton playground,crotona park,empiric,av,X-03,-73.8948952325,40.8385853826
1626,prospect park - upper long meadow,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1627,aqueduct walk - bronx river parkway east,aqueduct walk,other,av,X-07,-73.9021617732,40.8651270507
1628,aqueduct walk - bronx river parkway east,aqueduct walk,other,av,X-05,-73.9092042331,40.856691868
1629,coney island boat basin,coney island boat basin,park_direct,av,B-13,-73.9913863234,40.5827026715
1630,stebbins playground,stebbins playground,park_direct,av,X-02,-73.8985172876,40.8227673313
1631,ps 125 playground,ps 125 playground,pgs,av,B-16,-73.9091,40.6651
1632,recreation center - west bronx,west bronx recreation center,other,av,X-04,-73.9194016277,40.8442781508
1633,rienzi playground,rienzi playground,park_direct,av,X-12,-73.8585674278,40.8876182849
1634,recreation center - west bronx - expired,west bronx recreation center,other,av,X-04,-73.9194016277,40.8442781508
1635,rodney park center,rodney park center,park_direct,av,B-01,-73.9567138433,40.7084975077
1636,machate circle,machate circle,park_direct,av,B-14,-73.9721902693,40.6510279789
1637,jerome playground south,jerome playground south,park_direct,av,X-04,-73.9138202686,40.8448360762
1638,hunter's point park,hunter's point south park,other,av,Q-02,-73.9609498151,40.7425164766
1639,james madison plaza,james madison plaza,park_direct,av,M-03,-74.0004651446,40.711471885
1640,tompkins square park,tompkins square park,park_direct,av,M-03,-73.9817129411,40.7264520614
1641,mccarren park ice skating rink,mccarren park,other,v,B-01,-73.9518237858,40.7208770305
1642,spring creek park,spring creek park,park_direct,av,B-05,-73.8623146816,40.6595758148
1643,spring creek park,spring creek park,park_direct,av,B-18,-73.8786747126,40.640387404
1644,spring creek park,spring creek park,park_direct,av,B-05,-73.8713449388,40.6520244121
1645,eibs pond park,eibs pond park,park_direct,av,R-01,-74.0811131282,40.6111494198
1646,abyssinian tot lot,abyssinian tot lot,park_direct,av,M-10,-73.9408544898,40.8171811914
1647,arrochar playground,arrochar playground,park_direct,av,R-02,-74.0709337947,40.5977433278
1648,van cortlandt park - middle putnam trail and tibbets brook,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
1649,rocket park,rocket park,park_direct,av,Q-10,-73.8462785128,40.6706678177
1650,146 st playground,playground 146,pgs,av,Q-07,-73.8213,40.7462
1651,pool - gertrude ederle,gertrude ederle recreation center,other,v,M-07,-73.9887292691,40.7712935962
1652,starlight park,starlight park,park_direct,av,X-09,-73.8824340714,40.8331856291
1653,triborough bridge playground e,triborough bridge playground e,park_direct,av,Q-01,-73.9208746817,40.7730038162
1654,staten island greenbelt - bucks hollow,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
1655,firemen's memorial garden,firemen's memorial garden,park_direct,av,M-03,-73.9779679529,40.7242604039
1656,co-op city field,co-op city field,park_direct,av,X-10,-73.8236342143,40.8758152605
1657,de salvio playground,desalvio playground,pgs,av,M-02,-73.9961,40.7216
1658,prospect park - south west,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1659,tribute park,tribute park,park_direct,av,Q-14,-73.8390801008,40.582096781
1660,garden playground,garden playground,park_direct,av,B-04,-73.9383117545,40.701094233
1661,pelham bay park - south meadow,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1662,riverbank state park,riverbank playground,pgs,v,M-14,-73.9538,40.8257
1663,rodney park south,rodney park south,park_direct,av,B-01,-73.9572589663,40.7075301742
1664,devoe park,devoe park,park_direct,av,X-07,-73.9062458436,40.8633117264
1665,goble playground,goble playground,park_direct,av,X-04,-73.9170456808,40.8437670883
1666,bartlett playground,bartlett playground,park_direct,av,B-01,-73.9460442991,40.7009128628
1667,brownsville playground,brownsville playground,park_direct,av,B-16,-73.9022215696,40.6565246981
1668,triborough bridge playground d,triborough bridge playground d,park_direct,av,Q-01,-73.9215565425,40.773493046
1669,pool - ps 10,ps 10 pool,pool,av,Q-01,-73.9113,40.7607
1670,pool - brooklyn bridge park pop-up,brooklyn bridge park pool,pool,av,B-02,-73.9986,40.6995
1671,pool - mariners harbor playground,mariners harbor playground,pgs,av,R-01,-74.1605,40.6365
1672,sunrise playground - ps 195,sunrise playground,pgs,v,Q-13,-73.7364,40.6527
1673,central park - lasker ice skating rink,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1674,pool - bronx river playground,bronx river playground pool,pool,v,X-09,-73.8778,40.8342
1675,van cortlandt park - saturn play equipment,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
